cluster_name	safe_cluster_id	representative_id	ko	trusted_hit	score	evalue	threshold	kofamscan_definition	ko_definition	module_ids	module_names	pathway_ids	pathway_names	brite_A_id	brite_A_name	brite_B_id	brite_B_name	brite_C_id	brite_C_name	brite_ko_entry	pfam_target_name	pfam_accession	pfam_full_evalue	pfam_full_score	pfam_domain_i_evalue	pfam_domain_score	pfam_description	HAY1-4A	KNZ1-1G	KNZ1-1H	KNZ1-4G	KNZ1-6H	KNZ1-9H	KNZ12-10F	KNZ12-12B	KNZ12-1A	KNZ12-1B	KNZ12-6F	KNZ12-7H	KNZ13-10G	KNZ13-1A	KNZ13-6D	KNZ14-11B	KNZ14-9G	KNZ2-12A	KNZ2-1B	KNZ2-1C	KNZ2-3D	KNZ2-4C	KNZ2-5A	KNZ2-5C	KNZ2-5D	KNZ2-6B	KNZ2-6D	KNZ2-7A	KNZ2-8B	KNZ2-8D	KNZ2-9B	SVR3-12F	SVR3-5F	SVR3-6C	SVR3-7D	SVR3-7F	SVR3-8D	SVR3-8G	SVR3-9D	SVR3-9F	SVR3-9G	SVR3-9H	SVR4-10G	SVR4-12F	SVR4-1A	SVR4-1E	SVR4-7E	SVR4-9A	SVR4-9G	SVR5-10A	SVR5-11B	SVR5-12D	SVR5-12G	SVR5-1A	SVR5-1B	SVR5-1H	SVR5-2B	SVR5-3A	SVR5-3C	SVR5-3E	SVR5-4F	SVR5-5G	SVR5-9B	SVR6-10C	SVR6-10D	SVR6-11A	SVR6-11D	SVR6-7A	SVR6-8A	SVR6-9D	TLI6-10H	TLI6-11F	TLI6-1G	TLI6-3F	TLI6-4A	TLI6-5F	TLI6-5H	TLI6-8H	TLI6-IE	TLI7-5F	TLI7-6A	TLI7-7B	TLI7-7G	TLI8-10B	TLI8-4H	TLI8-6C	TLI8-7A	TLI8-8A	TLI8-8F	TLI8-9D	TLI8-9H	TLI9-11B	TLI9-11C	TLI9-12B	TLI9-1C	TLI9-3A
Diacylglycerol kinase	cluster_000918	KNZ11G_09170	K00887	no	96.9	1.10E-27	148.63	undecaprenol kinase [EC:2.7.1.66]	dgkA; undecaprenol kinase [EC:2.7.1.66]			map00550; ko00550	map00550: Peptidoglycan biosynthesis; ko00550	9100	Metabolism	9107	Glycan biosynthesis and metabolism	ko00550	Peptidoglycan biosynthesis	dgkA; undecaprenol kinase [EC:2.7.1.66]	DAGK_prokar	PF01219.25	1.20E-35	122	1.30E-35	121.8	Prokaryotic diacylglycerol kinase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TPM domain-containing protein	cluster_002490	KNZ11G_09180	K06872	yes	235.8	6.00E-70	49.57	uncharacterized protein	K06872; uncharacterized protein					9190	Not Included in Pathway or Brite	9194	Poorly characterized	99997	Function unknown	K06872; uncharacterized protein	TPM_phosphatase	PF04536.21	1.60E-42	144.9	2.10E-42	144.6	TPM domain	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5993	cluster_000832	KNZ11G_09185	K08988	no	95.9	1.80E-27	101.63	putative membrane protein	K08988; putative membrane protein					9190	Not Included in Pathway or Brite	9194	Poorly characterized	99996	General function prediction only	K08988; putative membrane protein	TPM_phosphatase	PF04536.21	2.10E-13	50.9	2.70E-13	50.5	TPM domain	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5994	cluster_001011	KNZ11G_09190	K07752	no	16.4	0.00092	647.27	carboxypeptidase D [EC:3.4.17.22]	CPD; carboxypeptidase D [EC:3.4.17.22]					9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	CPD; carboxypeptidase D [EC:3.4.17.22]	OMP_b-brl_4	PF25183.2	3.30E-17	62.8	1.10E-08	34.7	Outer membrane beta barrel domain	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Iron complex outermembrane recepter protein	cluster_003009	KNZ11G_09195	K02014	yes	254.5	1.90E-75	156.87	iron complex outermembrane recepter protein	TC.FEV.OM; iron complex outermembrane recepter protein					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	TC.FEV.OM; iron complex outermembrane recepter protein	TonB_dep_Rec_b-barrel	PF00593.31	2.40E-31	110.7	2.40E-31	110.7	"TonB dependent receptor-like, beta-barrel"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_5996	cluster_002985	KNZ11G_09200	K01278	no	159.9	5.70E-47	689.53	dipeptidyl-peptidase 4 [EC:3.4.14.5]	"DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]"			map03272; ko03272; map04974; ko04974	map03272: Virion - Hepatitis viruses; ko03272; map04974: Protein digestion and absorption; ko04974	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	4090	CD molecules [BR:ko04090]	"DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]"	Peptidase_S9	PF00326.28	2.40E-50	171.6	3.70E-50	171	Prolyl oligopeptidase family	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lgt	cluster_002418	KNZ11G_09205	K13292	yes	265	7.60E-79	51.47	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"	LGT	PF01790.24	1.10E-79	267.7	1.30E-79	267.5	Prolipoprotein diacylglyceryl transferase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
thymidylate synthase	cluster_001851	KNZ11G_09210	K00560	yes	511.2	2.10E-153	104.83	thymidylate synthase [EC:2.1.1.45]	"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"	M00938	"M00938: Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"	map00240; ko00240; map00670; ko00670; map01100; ko01100; map01232; ko01232; map01523; ko01523; map04981; ko04981	map00240: Pyrimidine metabolism; ko00240; map00670: One carbon pool by folate; ko00670; map01100: Metabolic pathways; ko01100; map01232: Nucleotide metabolism; ko01232; map01523: Antifolate resistance; ko01523; map04981: Folate transport and metabolism; ko04981	9160	Human Diseases	9176	Drug resistance: antineoplastic	ko01523	Antifolate resistance	"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"	Thymidylat_synt	PF00303.25	8.40E-131	435.5	9.40E-131	435.3	Thymidylate synthase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Dihydrofolate reductase	cluster_001169	KNZ11G_09215	K00287	yes	181.8	1.40E-53	57.7	dihydrofolate reductase [EC:1.5.1.3]	"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"	M00126; M00840	"M00126: Tetrahydrofolate biosynthesis, GTP => THF; M00840: Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"	map00670; ko00670; map00790; ko00790; map01100; ko01100; map01240; ko01240; map01523; ko01523; map04981; ko04981	map00670: One carbon pool by folate; ko00670; map00790: Folate biosynthesis; ko00790; map01100: Metabolic pathways; ko01100; map01240: Biosynthesis of cofactors; ko01240; map01523: Antifolate resistance; ko01523; map04981: Folate transport and metabolism; ko04981	9160	Human Diseases	9176	Drug resistance: antineoplastic	ko01523	Antifolate resistance	"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"	DHFR_1	PF00186.25	2.20E-48	164.5	2.40E-48	164.4	Dihydrofolate reductase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6000	cluster_001684	KNZ11G_09220	K08320	no	108.1	2.50E-31	165.03	(d)CTP diphosphatase [EC:3.6.1.65]	nudG; (d)CTP diphosphatase [EC:3.6.1.65]			map00240; ko00240; map01100; ko01100; map01232; ko01232	map00240: Pyrimidine metabolism; ko00240; map01100: Metabolic pathways; ko01100; map01232: Nucleotide metabolism; ko01232	9100	Metabolism	9104	Nucleotide metabolism	ko00240	Pyrimidine metabolism	nudG; (d)CTP diphosphatase [EC:3.6.1.65]	TMP-TENI	PF02581.24	2.50E-31	109	3.60E-31	108.5	Thiamine monophosphate synthase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
caiD	cluster_002021	KNZ11G_09225	K13238	yes	213.8	3.70E-63	180.43	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	"ECI1, DCI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"			map00071; ko00071	map00071: Fatty acid degradation; ko00071	9100	Metabolism	9103	Lipid metabolism	ko00071	Fatty acid degradation	"ECI1, DCI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"	ECH_1	PF00378.26	4.00E-38	131.8	4.90E-38	131.5	Enoyl-CoA hydratase/isomerase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DUF4139 domain-containing protein																												0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thioesterase	cluster_002551	KNZ11G_09235	K07107	yes	142.7	1.40E-41	72.03	acyl-CoA thioester hydrolase [EC:3.1.2.-]	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	4HBT_2	PF13279.13	5.80E-23	82.2	6.80E-23	82	Thioesterase-like superfamily	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ribF	cluster_001786	KNZ11G_09275	K11753	yes	415.1	3.00E-124	152.93	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	M00125	"M00125: Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"	map00740; ko00740; map01100; ko01100; map01110; ko01110; map01240; ko01240	map00740: Riboflavin metabolism; ko00740; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110; map01240: Biosynthesis of cofactors; ko01240	9100	Metabolism	9108	Metabolism of cofactors and vitamins	ko00740	Riboflavin metabolism	ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	FAD_syn	PF06574.19	1.90E-46	158.3	2.90E-46	157.8	FAD synthetase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ileS	cluster_003133	KNZ11G_09280	K01870	yes	1009.7	1.60E-303	515.87	isoleucyl-tRNA synthetase [EC:6.1.1.5]	"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]"			map00970; ko00970	map00970: Aminoacyl-tRNA biosynthesis; ko00970	9180	Brite Hierarchies	9182	Protein families: genetic information processing	3016	Transfer RNA biogenesis [BR:ko03016]	"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]"	tRNA-synt_1	PF00133.29	2.60E-139	465.2	3.20E-139	464.8	"tRNA synthetases class I (I, L, M and V)"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lspA	cluster_002872	KNZ11G_09285	K03101	yes	182.4	6.60E-54	28.93	signal peptidase II [EC:3.4.23.36]	lspA; signal peptidase II [EC:3.4.23.36]			map03060; ko03060	map03060: Protein export; ko03060	9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	lspA; signal peptidase II [EC:3.4.23.36]	Peptidase_A8	PF01252.24	2.10E-44	151.8	2.40E-44	151.6	Signal peptidase (SPase) II	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6007	cluster_001364	KNZ11G_09300	K14189	yes	359.4	1.30E-107	192.77	uncharacterized oxidoreductase [EC:1.-.-.-]	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]	adh_short	PF00106.32	6.20E-42	143.9	7.50E-42	143.6	short chain dehydrogenase	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6008	cluster_002597	KNZ11G_09305	K23775	no	28.3	1.00E-06	96.57	"MarR family transcriptional regulator, organic hydroperoxide resistance regulator"	"ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator"					9180	Brite Hierarchies	9182	Protein families: genetic information processing	3000	Transcription factors [BR:ko03000]	"ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator"	HxlR	PF01638.24	4.10E-24	84.8	5.30E-24	84.5	HxlR-like helix-turn-helix	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Spermidine N(1)-acetyltransferase	cluster_001507	KNZ11G_09310	K03817	no	83.4	1.10E-23	132.43	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]					9180	Brite Hierarchies	9182	Protein families: genetic information processing	3009	Ribosome biogenesis [BR:ko03009]	rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	Acetyltransf_3	PF13302.14	1.80E-27	97.3	2.20E-27	97.1	Acetyltransferase (GNAT) domain	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DUF2188 domain-containing protein																												0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6012	cluster_002992	KNZ11G_09325	K21904	no	14.6	0.019	33.93	metallothionein	smtA; metallothionein					9190	Not Included in Pathway or Brite	9193	Unclassified: signaling and cellular processes	99994	Others	smtA; metallothionein	DUF4519	PF15012.12	0.23	12.2	0.3	11.9	Domain of unknown function (DUF4519)	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pilV	cluster_003359	KNZ11G_09335	K02671	yes	101.4	4.30E-29	55.87	type IV pilus assembly protein PilV	pilV; type IV pilus assembly protein PilV					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	pilV; type IV pilus assembly protein PilV	Tt1218-like	PF22150.2	5.10E-05	23.8	7.40E-05	23.3	Type IV pilin Tt1218	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6014	cluster_002066	KNZ11G_09340	K02672	yes	177.4	3.70E-52	60.9	type IV pilus assembly protein PilW	pilW; type IV pilus assembly protein PilW					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	pilW; type IV pilus assembly protein PilW	PilW	PF16074.11	1.10E-15	58.3	2.30E-15	57.3	Type IV Pilus-assembly protein W	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pilX	cluster_000992	KNZ11G_09345	K02673	yes	119.2	1.60E-34	44.6	type IV pilus assembly protein PilX	pilX; type IV pilus assembly protein PilX					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	pilX; type IV pilus assembly protein PilX	PilX	PF13681.12	2.40E-13	50.9	3.50E-13	50.4	Type IV pilus assembly protein PilX C-term	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pilE	cluster_001064	KNZ11G_09355	K02655	yes	135.5	1.40E-39	96.73	type IV pilus assembly protein PilE	pilE; type IV pilus assembly protein PilE					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	pilE; type IV pilus assembly protein PilE	ComP_DUS	PF16732.11	2.20E-20	73.9	2.80E-20	73.5	"Type IV minor pilin ComP, DNA uptake sequence receptor"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_6017	cluster_001144	KNZ11G_09360	K08084	yes	117.9	4.20E-34	75.93	type IV fimbrial biogenesis protein FimT	fimT; type IV fimbrial biogenesis protein FimT					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2044	Secretion system [BR:ko02044]	fimT; type IV fimbrial biogenesis protein FimT	GspH	PF12019.14	1.90E-10	41.7	2.70E-10	41.3	Type II transport protein GspH	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Lipid A biosynthesis acyltransferase	cluster_001390	KNZ11G_09370	K15383	no	21.8	9.20E-05	53.17	MtN3 and saliva related transmembrane protein	K15383; MtN3 and saliva related transmembrane protein					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	K15383; MtN3 and saliva related transmembrane protein	LAB_N	PF07578.17	7.00E-22	77.9	8.40E-22	77.7	Lipid A Biosynthesis N-terminal domain	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
metH	cluster_000664	KNZ11G_09375	K00548	yes	1438.8	0	244.93	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	M00017	"M00017: Methionine biosynthesis, aspartate => homoserine => methionine"	map00270; ko00270; map00450; ko00450; map00670; ko00670; map01100; ko01100; map01110; ko01110; map01230; ko01230; map01523; ko01523; map04980; ko04980; map04981; ko04981	map00270: Cysteine and methionine metabolism; ko00270; map00450: Selenocompound metabolism; ko00450; map00670: One carbon pool by folate; ko00670; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110; map01230: Biosynthesis of amino acids; ko01230; map01523: Antifolate resistance; ko01523; map04980: Cobalamin transport and metabolism; ko04980; map04981: Folate transport and metabolism; ko04981	9160	Human Diseases	9176	Drug resistance: antineoplastic	ko01523	Antifolate resistance	"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	Met_synt_B12	PF02965.23	2.40E-131	437.8	4.20E-131	437	"Vitamin B12 dependent methionine synthase, activation domain"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
